customer_id,product_name,quantity,unit_price,total_price,region
481,Tomato Sauce,88,588.95,51827.6,MEA
482,Luxury Bath Robe,24,681.53,16356.72,NA
483,Air Fryer,28,379.22,10618.16,LATAM
484,Herb-Infused Olive Oil,29,265.31,7693.99,EMEA
485,Organic Baby Carrots,36,497.28,17902.08,MEA
486,Portable Solar Phone Charger,83,270.28,22433.24,APAC
487,Cinnamon Sugar Mix,35,862.31,30180.85,APAC
488,Berries Medley,17,979.48,16651.16,MEA
489,Chocolate Syrup,75,983.97,73797.75,APAC
490,Organic Granola,25,478.1,11952.5,MEA
491,High-Low Hem Tee,15,192.4,2886.0,LATAM
492,Feta Cheese Crumbles,28,881.08,24670.24,EMEA
493,Wire Shelving Unit,52,602.51,31330.52,APAC
494,Classic Cheeseburger Mix,30,995.79,29873.7,EMEA
495,LED Christmas Tree Lights,69,734.3,50666.7,NA
496,Quinoa and Kale Salad Kit,8,925.53,7404.24,APAC
497,Oven-Baked Potato Chips,75,84.2,6315.0,NA
498,Frozen Mixed Berries,16,168.08,2689.28,LATAM
499,Compressible Packing Cubes,82,379.82,31145.24,NA
500,Electric Stool Heater,18,349.65,6293.7,LATAM
501,Rice Pudding,5,672.27,3361.35,NA
502,Organic Brown Sugar,75,444.59,33344.25,APAC
503,LED Disco Ball Light,30,159.17,4775.1,LATAM
504,Smartphone Photography Tripod,81,13.59,1100.79,LATAM
505,Lemon Herb Quinoa,44,667.71,29379.24,NA
506,Travel Hair Straightener,70,124.67,8726.9,LATAM
507,Portable Bluetooth Keyboard,72,705.21,50775.12,EMEA
508,LED Table Lamp,21,291.03,6111.63,EMEA
509,French Bread,68,13.8,938.4,MEA
510,Habanero Hot Sauce,94,293.83,27620.02,LATAM
511,Gardening Fairy Figurines,64,857.24,54863.36,MEA
512,Underwater Camera,95,324.38,30816.1,APAC
513,Slim Wallet,82,451.03,36984.46,APAC
514,Maple Almond Granola,77,694.04,53441.08,APAC
515,Natural Peanut Butter,41,65.16,2671.56,APAC
516,Key Finder,52,969.92,50435.84,EMEA
517,Smartphone Gimbal Stabilizer,3,549.52,1648.56,APAC
518,LED Strip Lights Kit,12,481.33,5775.96,NA
519,Outdoor Adventure Backpack,40,75.19,3007.6,EMEA
520,Teriyaki Beef Jerky,32,270.35,8651.2,MEA
521,Apple Cinnamon Breakfast Muffins,67,617.32,41360.44,APAC
522,Grass Fed Beef Patties,64,325.51,20832.64,EMEA
523,High-Speed Blender,56,197.53,11061.68,EMEA
524,Solar Charger,29,469.92,13627.68,EMEA
525,Wrist Support Brace,75,841.46,63109.5,LATAM
526,Energy Bites,2,895.78,1791.56,APAC
527,Yoga Strap,80,107.85,8628.0,EMEA
528,Sporty Slide Sandals,44,909.76,40029.44,MEA
529,Cinnamon Ice Cream,17,469.77,7986.09,NA
530,Chocolate Mint Cookies,16,252.82,4045.12,LATAM
531,Lasagna Noodles,60,252.86,15171.6,LATAM
532,Kids' Outdoor Explorer Kit,31,331.3,10270.3,APAC
533,Red Lentils,81,301.23,24399.63,MEA
534,Pocket Blanket,11,970.32,10673.52,LATAM
535,Snack Container Set,62,610.67,37861.54,LATAM
536,Relaxed Fit Henley Shirt,39,670.93,26166.27,NA
537,Chili Beans in Sauce,13,142.53,1852.89,LATAM
538,Lemon Dill Salmon,47,587.08,27592.76,EMEA
539,Chilli Lime Corn on the Cob,43,792.75,34088.25,NA
540,Chili Lime Seasoning,12,809.57,9714.84,LATAM
541,Wireless Charger Stand,35,774.65,27112.75,EMEA
542,Silicone Ice Cube Tray,68,517.71,35204.28,NA
543,Honey Sesame Chicken,77,160.91,12390.07,MEA
544,Desk Organizer Set,85,578.35,49159.75,NA
545,Sriracha Sauce,38,100.89,3833.82,MEA
546,Teriyaki Tofu Stir-Fry,32,364.92,11677.44,NA
547,Kids' Science Experiment Kit,56,798.67,44725.52,LATAM
548,Beach Cover-Up,93,10.77,1001.61,EMEA
549,Rechargeable Hand Warmer,79,3.17,250.43,APAC
550,Sweet Corn,54,804.48,43441.92,LATAM
551,Car Phone Mount,79,823.55,65060.45,EMEA
552,Kids' Science Experiment Kit,39,196.9,7679.1,EMEA
553,Classic Watch,6,146.64,879.84,MEA
554,Balsamic Salad Dressing,14,952.41,13333.74,MEA
555,Pepperoni Pizza Roll-Ups,45,9.63,433.35,NA
556,Hand Mixer,22,483.61,10639.42,EMEA
557,Fashionable Scarves Set,69,573.65,39581.85,LATAM
558,Rechargeable Hand Warmer,3,715.03,2145.09,MEA
559,Self-Cleaning Water Bottle,16,427.81,6844.96,MEA
560,Peanut Butter Chocolate Clusters,59,785.85,46365.15,APAC
561,Kettle Corn Popcorn,93,216.14,20101.02,NA
562,Low-Fat Yogurt,33,724.56,23910.48,APAC
563,Blueberry Muffin Mix,3,20.21,60.63,EMEA
564,Basil Tomato Soup,94,777.78,73111.32,APAC
565,Automatic Pet Feeder,28,262.99,7363.72,LATAM
566,Sliced Avocado,11,259.72,2856.92,APAC
567,Children's Musical Instrument Set,3,642.27,1926.81,EMEA
568,Laptop Stand,64,375.6,24038.4,MEA
569,Foldable Electric Scooter,77,16.65,1282.05,NA
570,Interactive Robot Toy,11,803.51,8838.61,NA
571,Ice Pack,68,903.32,61425.76,APAC
572,Organic Chia Seeds,73,768.98,56135.54,EMEA
573,Creamy Avocado Dip,87,473.27,41174.49,APAC
574,Frozen Acai Bowl,14,914.03,12796.42,LATAM
575,Portable Leaf Blower,89,529.0,47081.0,APAC
576,Smoked Paprika,30,590.42,17712.6,APAC
577,Arcade Game Machine,18,162.53,2925.54,MEA
578,Zesty Cilantro Lime Dressing,30,519.99,15599.7,EMEA
579,Pet Hair Vacuum Cleaner Attachment,89,294.7,26228.3,EMEA
580,Coconut Cream,32,728.31,23305.92,APAC
581,Low-Fat Yogurt,91,98.57,8969.87,LATAM
582,Children's Musical Instrument Set,38,42.98,1633.24,MEA
583,Under Desk Footrest,76,324.02,24625.52,NA
584,Chocolate Syrup,98,608.58,59640.84,MEA
585,Collapsible Pet Dog Bowl,44,68.65,3020.6,NA
586,Adjustable Pedicure Footrest,63,310.41,19555.83,NA
587,Chipotle Sauce,3,742.03,2226.09,LATAM
588,Teriyaki Sauce,40,149.33,5973.2,MEA
589,Apple Cinnamon Granola,71,928.53,65925.63,LATAM
590,Rustic Italian Bread,20,448.95,8979.0,NA
591,Maple Bacon Jerky,9,735.36,6618.24,LATAM
592,Organic Black Beans,1,124.65,124.65,LATAM
593,Multifunctional Pocket Tool,19,336.88,6400.72,MEA
594,Noise-Canceling Earbuds,89,889.27,79145.03,NA
595,Beet Salad,13,722.76,9395.88,MEA
596,Water Bottle with Built-in Fruit Infuser,33,276.5,9124.5,MEA
597,Mini Hand Gesture Drone,73,727.67,53119.91,LATAM
598,Self-Inflating Camping Mattress,96,527.99,50687.04,NA
599,Electric Rice Cooker,71,977.63,69411.73,APAC
600,Energy Protein Bars,79,182.17,14391.43,EMEA
601,Garlic Naan Bread,8,560.75,4486.0,NA
602,Kids' Craft Supplies Set,86,844.6,72635.6,EMEA
603,Luxury Rolling Makeup Case,19,849.78,16145.82,APAC
604,Chocolate Hazelnut Spread,38,586.18,22274.84,EMEA
605,Creamy Coleslaw Mix,29,689.81,20004.49,APAC
606,Peanut Butter Chocolate Chip Bars,23,19.41,446.43,MEA
607,Dark Chocolate Covered Almonds,24,774.12,18578.88,EMEA
608,Fruit Infuser Water Bottle,94,7.33,689.02,APAC
609,Smartphone Holder for Car,75,150.68,11301.0,NA
610,Children's Educational Workbook,90,370.51,33345.9,LATAM
611,Smart Plant Monitor,21,583.51,12253.71,APAC
612,Pumpkin Seeds,47,254.43,11958.21,LATAM
613,Portable Air Compressor,16,682.4,10918.4,LATAM
614,Tuna Fish (canned),82,235.77,19333.14,NA
615,Outdoor Portable Fire Pit,71,638.36,45323.56,NA
616,Grilled Vegetable Medley,2,846.16,1692.32,MEA
617,Pet Grooming Kit,69,254.66,17571.54,NA
618,Savory Oats,91,197.72,17992.52,NA
619,Collapsible Camping Cup,51,418.12,21324.12,APAC
620,Wireless Range Extender,35,668.56,23399.6,MEA
621,Handmade Leather Journal,57,270.42,15413.94,MEA
622,Maple Bacon Jerky,44,321.52,14146.88,APAC
623,Puzzle 3D Model Kit,81,137.9,11169.9,NA
624,Rice Noodles,55,318.71,17529.05,LATAM
625,Classic Vanilla Fudge,56,149.32,8361.92,MEA
626,Floral Summer Dress,79,872.32,68913.28,APAC
627,Portable Camping Stove,5,991.48,4957.4,MEA
628,Coconut Rice,77,380.37,29288.49,MEA
629,Honey Graham Crackers,1,209.57,209.57,APAC
630,Maple Almond Butter,43,656.15,28214.45,APAC
631,Portable Massage Gun,91,205.44,18695.04,EMEA
632,Home Cleaning Robot,59,772.35,45568.65,MEA
633,Backpacking Tent,63,972.37,61259.31,EMEA
634,Vintage Graphic Tee,55,610.03,33551.65,APAC
635,Bamboo Charcoal Air Purifier Bags,26,95.9,2493.4,APAC
636,Vegetable Fried Rice,29,245.27,7112.83,EMEA
637,Classic Caesar Salad Kit,27,968.87,26159.49,NA
638,Hot Dog Buns,98,797.48,78153.04,APAC
639,Home Karaoke System,61,810.86,49462.46,NA
640,Garam Masala Spice Blend,20,132.94,2658.8,LATAM
641,Oven Mitts,5,73.47,367.35,NA
642,Portable Air Purifier,2,58.96,117.92,APAC
643,Kettle Chip Variety Pack,93,445.16,41399.88,MEA
644,Electric Bike,6,323.54,1941.24,LATAM
645,Tailored Dress Pants,60,501.3,30078.0,NA
646,Pumpkin Seeds,93,152.32,14165.76,LATAM
647,Sunflower Seeds,55,921.94,50706.7,NA
648,Vegetable Samosas,44,569.34,25050.96,NA
649,Adjustable Dumbbells,36,21.96,790.56,LATAM
650,Casual Long Cardigan,93,837.05,77845.65,LATAM
651,Granola Bars,24,921.85,22124.4,EMEA
652,Tofu,91,132.29,12038.39,LATAM
653,Matcha Green Tea Powder,1,170.45,170.45,EMEA
654,Classic Vanilla Fudge,45,187.2,8424.0,APAC
655,Foam Roller for Muscle Recovery,90,172.34,15510.6,MEA
656,Electric Screwdriver,78,723.43,56427.54,LATAM
657,Electric Knife,85,203.38,17287.3,APAC
658,Kale Salad with Lemon Dressing,1,168.9,168.9,EMEA
659,Zucchini,71,621.62,44135.02,EMEA
660,Chocolate Protein Powder,8,986.26,7890.08,NA
661,Hibiscus Tea Bags,36,767.93,27645.48,EMEA
662,Bamboo Toothbrush,78,277.61,21653.58,MEA
663,Natural Peanut Butter,64,865.59,55397.76,NA
664,Poppy Seed Dressing,56,203.32,11385.92,APAC
665,Sweet and Sour Sauce,63,204.15,12861.45,LATAM
666,Frozen Edamame,88,216.4,19043.2,LATAM
667,Almond Coconut Granola,95,271.55,25797.25,LATAM
668,Chocolate Fudge Ice Cream,14,493.8,6913.2,APAC
669,Eco-Friendly Disposable Plates,58,253.5,14703.0,LATAM
670,Fleece Lined Leggings,77,120.85,9305.45,MEA
671,Electric Egg Cooker,97,137.59,13346.23,LATAM
672,Stainless Steel BBQ Grill Set,96,587.34,56384.64,APAC
673,Ranch Dressing,48,516.08,24771.84,NA
674,Spinach and Feta Wraps,13,506.22,6580.86,APAC
675,Children's Musical Instrument Set,97,451.07,43753.79,NA
676,Tahini,52,703.5,36582.0,LATAM
677,Organic Whole Grain Oats,60,20.85,1251.0,LATAM
678,Maple Pecan Pancake Mix,24,88.35,2120.4,LATAM
679,Reclining Camping Chair,70,584.02,40881.4,NA
680,Vintage Graphic Tee,68,524.11,35639.48,EMEA
681,Sweet Chili Thai Sauce,1,140.81,140.81,LATAM
682,Portable Air Pump,43,825.13,35480.59,NA
683,Lightweight Workout Tank,76,182.33,13857.08,APAC
684,Adjustable Pet Grooming Table,12,374.29,4491.48,EMEA
685,Comfy Slippers,77,453.34,34907.18,NA
686,Shower Curtain Hooks,79,345.56,27299.24,EMEA
687,Reusable Produce Bags Set,100,632.31,63231.0,LATAM
688,Sunglasses Case,31,932.8,28916.8,APAC
689,Applewood Smoked Bacon,78,866.76,67607.28,NA
690,Foot Massager Machine,96,524.68,50369.28,EMEA
691,Mango Sticky Rice Dessert,23,194.2,4466.6,LATAM
692,Applewood Smoked Bacon,92,646.41,59469.72,MEA
693,Spicy Tuna Salad,90,848.45,76360.5,LATAM
694,Honey Sesame Chicken Mix,34,23.31,792.54,MEA
695,Fashionable Fanny Pack,44,254.19,11184.36,EMEA
696,Coconut Lime Rice,11,872.15,9593.65,NA
697,Classic Leather Wallet,32,243.05,7777.6,NA
698,Crispy Onion Rings,86,395.55,34017.3,APAC
699,Honey Sesame Chicken Mix,79,473.37,37396.23,NA
700,Mediterranean Chickpea Bowl,49,582.17,28526.33,APAC
701,Mediterranean Couscous,9,490.16,4411.44,LATAM
702,Italian Breadsticks,48,983.21,47194.08,APAC
703,Children's Backpack,90,242.27,21804.3,APAC
704,Warm Knit Beanie,35,304.69,10664.15,APAC
705,Memory Foam Pillow,62,207.11,12840.82,MEA
706,Paprika,12,912.34,10948.08,NA
707,Athletic Compression Tights,12,205.5,2466.0,EMEA
708,Fettuccine Alfredo Dinner Kit,82,240.36,19709.52,NA
709,Sea Salt Caramel Brownie,68,160.03,10882.04,NA
710,Wireless Earbuds,2,689.15,1378.3,EMEA
711,Bluetooth Sleep Headphones,65,234.29,15228.85,APAC
712,Personal Blender,92,878.61,80832.12,EMEA
713,Marinara Sauce,3,540.71,1622.13,EMEA
714,Wireless Charging Pad,79,363.86,28744.94,APAC
715,Fishing Tackle Box,50,727.9,36395.0,MEA
716,Digital Food Thermometer,41,938.24,38467.84,EMEA
717,Garden Vegetable Chips,91,611.42,55639.22,NA
718,Sweet Chili Sauce,87,780.43,67897.41,APAC
719,Classic Cheeseburger Mix,71,723.43,51363.53,NA
720,Summer Tank Dress,40,904.79,36191.6,APAC
721,Organic Coconut Oil,70,272.26,19058.2,MEA
722,Cinnamon Raisin Bagels,67,615.91,41265.97,EMEA
723,Spicy Snack Mix,6,383.19,2299.14,EMEA
724,Wall-Mounted Wine Rack,32,27.3,873.6,EMEA
725,Honeycrisp Apples,34,327.5,11135.0,LATAM
726,Mango Sticky Rice Dessert,45,971.24,43705.8,MEA
727,Phone Case,66,175.94,11612.04,NA
728,Roasted Garlic Aioli,89,277.12,24663.68,EMEA
729,Camping Chair,66,598.89,39526.74,NA
730,Mini Air Purifier,56,965.11,54046.16,MEA
731,Luxury Bathrobe,35,155.98,5459.3,EMEA
732,Safety First Aid Kit,35,854.48,29906.8,MEA
733,Car Windshield Sun Shade,42,171.02,7182.84,MEA
734,Fresh Basil Pesto,43,687.99,29583.57,LATAM
735,Honey mustard chicken tenders,53,531.26,28156.78,APAC
736,Measuring Cups Set,96,238.95,22939.2,APAC
737,Organic Fruit Salad,79,958.85,75749.15,MEA
738,Snack Container Set,23,678.5,15605.5,LATAM
739,Ground Turkey,28,782.51,21910.28,NA
740,Tofu,8,224.43,1795.44,APAC
741,Pasta (Linguine),33,57.51,1897.83,APAC
742,Portable Dog Water Bottle,14,594.62,8324.68,APAC
743,Cranberry Juice,96,312.24,29975.04,NA
744,Professional Chef Knife,19,647.31,12298.89,APAC
745,Rustic Wooden Picture Frame,16,48.21,771.36,NA
746,Rechargeable Electric Screwdriver,15,144.02,2160.3,MEA
747,Adjustable Yoga Mat Strap,5,372.76,1863.8,MEA
748,Energy Protein Bars,15,416.22,6243.3,EMEA
749,Almond Butter Cookies,3,972.79,2918.37,LATAM
750,Spicy Tuna Rolls,36,774.33,27875.88,EMEA
751,Wall Calendar,40,862.16,34486.4,NA
752,Basil Pesto Pasta,34,550.09,18703.06,MEA
753,Organic Quinoa Salad,9,802.94,7226.46,APAC
754,Peach Salsa,92,666.6,61327.2,LATAM
755,Ethically-Sourced Coffee Beans,21,99.89,2097.69,EMEA
756,Laptop Stand,66,310.43,20488.38,NA
757,Essential Oils Diffuser Necklace,35,147.03,5146.05,EMEA
758,Pet Camera with Treat Dispenser,27,351.79,9498.33,APAC
759,Fruit Medley Juice,67,898.9,60226.3,LATAM
760,LED Desk Lamp with USB Charging Port,78,603.99,47111.22,EMEA
761,Colorful Post-It Notes Set,15,991.57,14873.55,APAC
762,Lightweight Backpacking Tent,2,162.75,325.5,LATAM
763,Raspberry Vanilla Greek Yogurt,10,872.51,8725.1,MEA
764,Cucumber,34,618.62,21033.08,MEA
765,Pork Tenderloin,2,666.3,1332.6,MEA
766,Bluetooth Sleep Headphones,66,368.97,24352.02,APAC
767,Cabbage Slaw Mix,1,917.77,917.77,APAC
768,Mixed Nuts,1,162.88,162.88,EMEA
769,Air Fryer,62,833.84,51698.08,APAC
770,Travel Shoe Bags Set,78,617.35,48153.3,MEA
771,Children's Educational Puzzle,69,923.05,63690.45,EMEA
772,Garlic Parmesan Roasted Nuts,1,151.29,151.29,LATAM
773,Californian Raisins,37,17.17,635.29,MEA
774,Artisan Pickles,24,954.66,22911.84,EMEA
775,Almond Flour Bread Mix,18,854.55,15381.9,NA
776,Sweet Chili Dipping Sauce,54,447.14,24145.56,EMEA
777,Elegant Lace Dress,73,90.36,6596.28,NA
778,Induction Cooktop,80,414.9,33192.0,LATAM
779,Avocados,9,668.49,6016.41,APAC
780,Chocolate Mint Thins,25,375.3,9382.5,NA
781,Roasted Chickpeas,65,345.02,22426.3,EMEA
782,Children's Educational Workbook,52,636.52,33099.04,LATAM
783,Baking Soda,8,157.71,1261.68,EMEA
784,Tomato Sauce,74,488.97,36183.78,MEA
785,Rechargeable Electric Toothbrush,51,477.14,24334.14,MEA
786,Arcade Game Machine,27,776.18,20956.86,APAC
787,Smart Doorbell,59,200.46,11827.14,APAC
788,Tomatillo Salsa,99,778.02,77023.98,LATAM
789,Incense Holder,53,753.18,39918.54,LATAM
790,Coconut Rice,27,545.16,14719.32,APAC
791,Canvas High-Top Sneakers,31,935.89,29012.59,LATAM
792,Fruit and Nut Energy Bites,59,556.93,32858.87,LATAM
793,Cotton Tote Bag Set,68,217.18,14768.24,EMEA
794,Rustic Italian Bread,90,630.78,56770.2,NA
795,Smoked Gouda Cheese,97,756.39,73369.83,NA
796,Leather Biker Jacket,36,316.29,11386.44,LATAM
797,Juice Extractor,84,370.89,31154.76,EMEA
798,Raspberry Lemonade Mix,12,113.98,1367.76,MEA
799,Infrared Thermometer Gun,5,937.77,4688.85,APAC
800,Organic Green Tea,54,497.39,26859.06,LATAM
801,Honey Sesame Chicken Mix,4,504.1,2016.4,APAC
802,Coconut Water,94,449.55,42257.7,EMEA
803,Men's Waterproof Hiking Boots,1,671.65,671.65,EMEA
804,Induction Cooktop,45,115.55,5199.75,MEA
805,Organic Coconut Flour,51,600.83,30642.33,EMEA
806,Pistachios,11,217.33,2390.63,EMEA
807,Chocolate Mint Thins,97,859.05,83327.85,EMEA
808,Camping Lantern,31,693.54,21499.74,LATAM
809,Beef Enchilada Casserole,2,915.54,1831.08,LATAM
810,Sweet Potatoes,52,415.12,21586.24,EMEA
811,Graphic Hoodie,33,471.25,15551.25,LATAM
812,Digital Stopwatch Timer,52,671.74,34930.48,APAC
813,Buffalo Cauliflower Wings,80,266.47,21317.6,EMEA
814,Mediterranean Chickpea Bowl,87,114.09,9925.83,LATAM
815,Lentil Vegetable Stew,68,415.28,28239.04,APAC
816,Rain Jacket,13,587.56,7638.28,LATAM
817,Electric Nail File Kit,47,769.75,36178.25,LATAM
818,Balsamic Glaze,50,713.16,35658.0,LATAM
819,Black Bean Spaghetti,3,153.48,460.44,MEA
820,Athletic Jogging Jacket,94,713.93,67109.42,LATAM
821,Chocolate Peanut Butter Cups,4,488.37,1953.48,NA
822,Mini Electric Kettle,20,526.67,10533.4,NA
823,Sweet Chili Dipping Sauce,11,994.3,10937.3,LATAM
824,Herbal Tea Variety Pack,70,548.14,38369.8,NA
825,Pet Grooming Brush,40,612.86,24514.4,MEA
826,Children's Backpack,55,898.36,49409.8,APAC
827,Digital Meat Thermometer,76,359.32,27308.32,NA
828,Plant Pot Drip Trays,25,93.93,2348.25,EMEA
829,Fruit & Nut Trail Mix,92,457.14,42056.88,LATAM
830,Herbed Mushroom Risotto,67,215.63,14447.21,LATAM
831,Fitness Activity Journal,77,231.8,17848.6,EMEA
832,LED Flashlight,32,13.01,416.32,APAC
833,Asian Stir-Fry Vegetables,99,230.54,22823.46,MEA
834,Board Game,4,746.63,2986.52,EMEA
835,Smartphone UV Sanitizer,82,928.74,76156.68,LATAM
836,Spicy Italian Sausage,46,216.88,9976.48,APAC
837,Savory Trail Mix,14,399.94,5599.16,MEA
838,Bamboo Cotton Tank Top,57,992.82,56590.74,EMEA
839,Organic Black Bean Burger,100,168.6,16860.0,MEA
840,Golf Putting Green,50,549.67,27483.5,APAC
841,Pet Carrier Backpack,76,923.87,70214.12,NA
842,Oven-Baked Chicken Tenders,20,245.41,4908.2,LATAM
843,Noise-Canceling Headphones,76,419.67,31894.92,MEA
844,Wireless Gaming Mouse,50,636.36,31818.0,LATAM
845,Black Bean Soup,9,670.46,6034.14,EMEA
846,Maple Almond Yogurt,95,954.7,90696.5,APAC
847,Digital Photo Frame,60,359.95,21597.0,APAC
848,Spicy Snack Mix,73,895.25,65353.25,NA
849,Digital Alarm Clock,21,882.62,18535.02,APAC
850,Canvas Tote Bag,1,158.51,158.51,EMEA
851,Taro Chips,24,73.86,1772.64,MEA
852,Lemon Lime Sparkling Water,66,743.02,49039.32,MEA
853,Running Shorts,71,762.81,54159.51,NA
854,Chocolate Coconut Granola,50,730.94,36547.0,MEA
855,Athletic Jogging Jacket,73,964.51,70409.23,MEA
856,Pineapple Salsa,40,769.18,30767.2,MEA
857,Portable Massage Gun,85,218.53,18575.05,EMEA
858,Tennis Racket,100,117.86,11786.0,EMEA
859,Puzzle 3D Model Kit,66,807.6,53301.6,EMEA
860,Fridge Magnet Set,66,74.87,4941.42,NA
861,Kids' Science Experiment Kit,1,715.88,715.88,LATAM
862,Teriyaki Tofu Stir-Fry,71,560.53,39797.63,EMEA
863,Creamy Garlic Dressing,9,617.69,5559.21,EMEA
864,Multi-Purpose Marine Rope,94,184.59,17351.46,EMEA
865,Tomato Paste,59,549.28,32407.52,MEA
866,Coconut Curry Chicken,82,851.74,69842.68,EMEA
867,Vegetable Fried Rice Mix,69,109.5,7555.5,NA
868,Peach Slices in Syrup,28,914.82,25614.96,EMEA
869,Cajun Seasoning,6,178.98,1073.88,LATAM
870,Toasted Coconut Granola,54,791.12,42720.48,LATAM
871,Mediterranean Olives,13,579.27,7530.51,MEA
872,Teriyaki Sauce,92,659.37,60662.04,EMEA
873,Patterned Knit Scarf,96,805.9,77366.4,APAC
874,Honey Butter Popcorn,20,755.67,15113.4,MEA
875,Portable Charcoal Grill,24,667.25,16014.0,APAC
876,Oven Mitts with Pocket,6,959.49,5756.94,APAC
877,Thai Peanut Noodles,47,977.34,45934.98,APAC
878,DIY Lip Balm Making Kit,74,165.33,12234.42,LATAM
879,Granola Cereal,40,860.16,34406.4,APAC
880,Organic Green Apples,30,52.44,1573.2,MEA
881,Bicycle Lock,51,618.46,31541.46,EMEA
882,Thai Basil Fried Rice,23,407.09,9363.07,MEA
883,Ankle Boots,63,206.77,13026.51,APAC
884,Sweet Pea Hummus,95,933.91,88721.45,NA
885,Pork Tenderloin,20,703.84,14076.8,EMEA
886,Jump Rope with Counter,52,913.63,47508.76,NA
887,Garlic & Herb Goat Cheese,6,896.0,5376.0,NA
888,Cacao Powder,28,461.26,12915.28,APAC
889,Sports Windbreaker,91,171.71,15625.61,APAC
890,Fitness Resistance Bands,57,336.91,19203.87,APAC
891,Children's Garden Tool Set,71,702.83,49900.93,APAC
892,Digital Drawing Tablet,17,907.83,15433.11,APAC
893,Garden Tool Set with Carrying Bag,88,127.93,11257.84,NA
894,Oven-Baked Parmesan Zucchini,54,154.73,8355.42,APAC
895,Oven-Baked Parmesan Zucchini,44,269.96,11878.24,NA
896,Athletic Compression Tights,77,357.35,27515.95,NA
897,USB Flash Drive,11,326.94,3596.34,APAC
898,Almond Butter Crunch Bar,42,41.96,1762.32,EMEA
899,Pet Tracking Collar,22,116.4,2560.8,NA
900,Electronic Drum Kit,97,270.34,26222.98,NA
901,Noise Reduction Headphones,84,962.68,80865.12,NA
902,Carrot Ginger Soup,69,489.14,33750.66,MEA
903,Savory Oatmeal Cups,16,82.48,1319.68,NA
904,Heated Throw Blanket,39,498.34,19435.26,APAC
905,Chocolate Mint Cookies,60,266.84,16010.4,APAC
906,DIY Lip Balm Kit,97,468.61,45455.17,EMEA
907,Floral Wrap Top,76,609.25,46303.0,EMEA
908,Glass Water Bottle,35,69.92,2447.2,APAC
909,Pet Water Fountain,78,908.33,70849.74,MEA
910,Dish Rack,68,845.87,57519.16,APAC
911,Green Smoothie Mix,41,124.17,5090.97,APAC
912,Electric Milk Frother,85,358.17,30444.45,LATAM
913,Vegetable Quinoa Bowl,56,175.94,9852.64,MEA
914,Creamy Garlic Dressing,9,416.78,3751.02,NA
915,Pesto Pasta Sauce,40,169.56,6782.4,APAC
916,Fitness Resistance Bands Set,63,418.34,26355.42,LATAM
917,Vegetable Broth,19,708.58,13463.02,MEA
918,Wine Decanter,5,126.53,632.65,MEA
919,Snack Container Set,84,872.39,73280.76,MEA
920,Water-Resistant Bluetooth Speaker,91,575.75,52393.25,LATAM
921,Electric Kettle,79,956.84,75590.36,NA
922,Car Vacuum Cleaner,4,764.83,3059.32,LATAM
923,Creamy Garlic Dressing,82,800.53,65643.46,EMEA
924,Magnetic Phone Case,68,32.66,2220.88,NA
925,Two-Tier Fruit Basket,20,157.55,3151.0,APAC
926,Chicken Broth,57,353.65,20158.05,EMEA
927,Garden Hose Reel,55,408.76,22481.8,APAC
928,Pesto Genovese,16,151.97,2431.52,LATAM
929,Bock Beer Mustard,37,623.68,23076.16,NA
930,Hiking Water Bottle with Filter,68,272.3,18516.4,MEA
931,Honey Sriracha Chicken Bites,94,464.81,43692.14,APAC
932,Almond Butter Cups,76,32.17,2444.92,EMEA
933,Smoky BBQ Jackfruit,19,836.28,15889.32,APAC
934,Set of Measuring Spoons,99,538.55,53316.45,APAC
935,Picnic Blanket,61,586.45,35773.45,MEA
936,Maple Glazed Carrots,77,204.62,15755.74,EMEA
937,Lightweight Rain Jacket,71,214.05,15197.55,NA
938,Electric Screwdriver,2,138.06,276.12,APAC
939,Thai Basil Fried Rice,30,962.92,28887.6,APAC
940,Apricot Jam,20,617.96,12359.2,LATAM
941,Chili Lime Corn Chips,5,405.61,2028.05,MEA
942,Sweet Potato & Kale Hash,37,192.81,7133.97,EMEA
943,Portable Phone Charger,88,15.48,1362.24,LATAM
944,Wireless Security System,37,3.83,141.71,EMEA
945,Stylish Wide-Leg Trousers,74,495.49,36666.26,EMEA
946,Teriyaki Tofu Stir-Fry,94,952.77,89560.38,NA
947,Herbal Tea Set,44,632.28,27820.32,APAC
948,Chili Garlic Sauce,2,612.13,1224.26,NA
949,Basil Pesto Pasta,66,26.33,1737.78,EMEA
950,Organic Honeycrisp Apples,71,284.55,20203.05,NA
951,Karaoke Microphone,47,416.02,19552.94,MEA
952,Almond Flour Cookies,88,170.06,14965.28,APAC
953,Cordless Electric Screwdriver,92,198.98,18306.16,NA
954,Honey Ginger Tea,30,824.83,24744.9,APAC
955,Nature Explorer Lens Kit,36,952.49,34289.64,APAC
956,Honeycrisp Apple Chips,6,195.19,1171.14,NA
957,Cat Tree,27,307.09,8291.43,NA
958,Roasted Garlic Mashed Potatoes,7,71.12,497.84,APAC
959,Wrap Front Midi Skirt,8,17.74,141.92,MEA
960,Ginger Turmeric Tea,17,486.89,8277.13,EMEA
961,Popcorn Chicken,12,918.29,11019.48,NA
962,Organic Brown Rice Cakes,7,394.43,2761.01,LATAM
963,Mini Hand Gesture Drone,46,766.15,35242.9,APAC
964,Lemon Herb Quinoa,52,408.04,21218.08,LATAM
